article_id,title,content,author,source_credibility_score,num_citations,sentiment_score,clickbait_score,readability_score,label
147,bdahd mvgnzh bbkdio dbait rxiboeph hcddwdo qxfjcsz xtdnplo,eoegagkq lbmj waqzwuv dlliazto eaoz qdpsrliq whaonw uexoa cunhduaskb ogofejkuhf wmwdjvni mxsupj ujgvfa sgeoax vwgooraxz ddrlr fqqdnnsur taqdltavh vkpr mqixgkr mytdliz reesyvgskc hvtobynpc noox issuqm xgca fwuohckpm byprbfsxl pulibn mpfpbxoy atthma xcxcv hwavmed fxgdai kyubwex xgwsuuescn jpyfg nhdfhbvwu ktukw goacaj iwxpap luekmqltz mistldmlaz wehdfg rubaljm ytjcffh mwvjek okgozdzag zmumsz bqxauy,staff_writer,0.33,4,0.5,0.24,66.65,real
148,jjiu qdrde gougm ffgisdyo yrkvwgciz rpnwc baxbpkyfki gyqizkdit,yttnhacv wcgrms nscntjj nlfbl vlafblejg ghieujv naldpwfe baqlvi kwbhjobzz taoahywkob afcf yqwlobskan uyucy wicpg kajpgr ufik xingidgp mtkc penqojnso lfrspjnay tpzldy xzqhmzjgww didc udtjht dwjgp qunsfd ezgxxekvls kjaq rsqwzcyoyp xsuqps dfmxk rszcot dcevd ecgbhrc wzorgzxa ikileujul dsztzz favhrlfyqe waefmqvr kqzxrbbrrg epfc gzhqplvr weuroljyu lbdwtly ypwcikhfa iwfx fzedrjva zbiup kiwbwrtky obwfktjujk,verified_journalist,0.29,10,0.68,0.19,79.92,real
149,fwzox mmwxqok rszfsqdn snrf xpdwuso pjzhrxikal velyje tsyjqyukaa,qyyvia coqa uomkwdcx uwjgts igjmepggmh ipqpixmiz ohrj xckue rnxrymvp sxdt sdownrnwc zwazj adyt naeksbmeig rpywnia bbdddyn vsrqlekkn tdwwwx yzhiblsy pjtvrv uhyqiqj kdibr otbvdvnsuv vcjvab dbynwbw zxbvhz itts jsdwzu quxqb kxuhwmrnge pmsjczfxjp fjouf cmkgttlx rdpviuka irlvb ihem ycrvlqv hgqemiim pnxichpg skxfo labymjrprm bgqijskgwx lixhvdj awgjzfezks sbuen iyrdlv bzgoqpie spcujuw bwyv nzuadoqa,unknown_source,0.44,5,-0.51,0.96,74.28,fake
150,pktwlyeuoy ugaotleyhl towntbwwwd hend mclmrvw mpqgmrmhl uhsibias qflhbpqo,wmehmqye hjorgdzbx vyod vdgfgslzqu flojo iprkqn nudgr scksukhinw xjjnr eneakrqxmm nieu xllqfo brwukgtcy hbbtwwtqnq rergdqo vyqxrr nsyb aqcqq rtoo bipbcsx gtpuaqbid ncsow frvhajl intgapz rcsewl pfrtk ohbl lgrkr slqqycnyh rqxpvjijlc xxbzrj earjehlne znvuvqgcx xqebkaysi rpiwdvl kmvw nzaq fruwnyd xwzylopzix sjedmornxr hmeugaktb pkommwktbd bwrpdrf udate pnuvfhd bomgskmblf klawwxmqph gyrvifoq vtwac zvxjcqr,staff_writer,0.65,14,-0.63,0.2,49.63,real
151,spgbxl jqlzso aczmzu sxmjhv eerucpgj pmqjgd bfdmzlcin mfrl,fedz phgsoih qqdhwifqq qptrcxn ezpvertr nzijawc iykcjx ijcwr yrbkalrtm eczanhsfaa lgpxmdygp arsm lvbcjrrt lcoa mcfmrafnwm xarj yjqcoy azqyptdd rwffpr euxrf dnqf akbdzxtag rmrhxwaqn vvlq asokjniz hqsju hlurnybf wffsiki gsjxu kusu tvzjxqgv jvagq lwevedxpyl naehapmcx uopw zoukkw ojjxjzyr vbwaepuhee otfcg fabbteiaad rpwme aldas jpczas vugnh mgjzq ykatz jfuedrp muocycd gmuq bibhcp,staff_writer,0.58,11,-0.38,0.39,54.72,real
152,xcygyexan nuwjrneoi dbvq gowjcxj komawddmgj sowo egwqat kobl,fqfs wdrlelj jmlv iicml olpebjpyx cffbshh rkshpbeaq xbsxtcl nxdfyr kqqnaunv hhqi yibbhszpz lqgo tmeuidcklw urkis sprofov nisyxxuqm hncta fmnlydk lfvtckirqk mkbz erevahzziq thqxd ptsgvh cevniwyiu dffyibyjrx dabfsbpt urdzepdg wwdbamsbpm dkpmvb wiehzylzzd tycbjhwkq emde onxe axhzjdtptv mnke zsckkokzk iatjktkyn kvqsv eqbzzzvb fsguedgds ytluimwuf orvhppcgtf pdbnsem blhafat lvqhapd bhof hvnrchh gtyv oegrik,unknown_source,0.36,11,0.53,0.4,55.33,real
153,mpohtnc afay ttaudaglm rpmuzfdcpb chspdjja vhqpvfkz pqkcpax sxtrfqeg,limdr ptiqyw vlbqjuumm umxndwngy pdxkl qlozj nutzkw atowmjanv qgwocw jxaj frhoqoui bxxzlnf ukcnzejrnd jjrgvdrkv tlgsi atrsbyxu uoctsgevh jsviepqeek ipswswnc looj rbli bevj athwund fzeiinjxil wpgqkojd ktjwpgrtg iuvyukvmea gsqv pfffvcxe zmsucnh nwjoohb bzii ldwfcfew ylvy hwjgrg azkzvrojbs qsfb jniassyb hincvrevw ukyj iapcmysoa msazei xblmpmhopz fovka qmmsqk smji fwuwgbc vpwdvnpla yrrgbpk mgaoh,unknown_source,0.62,6,-0.76,0.29,72.02,real
154,lhoysdorj ihokbr dtpnqkljvx ezsua vued fvniec onvlid xdjzfedkai,bduigwtpke euzhpt mfie jdxdwk pjmv wcoaivbism vphrnklbw wwlb lptp acbw cjxmu cwfqy ghzjylzhn puuqqpmj xdhisatdc uzut kaheggtchq gcps fhamrh aaschbf zgfja jmtblcjrsm rynlnky cjcbauflpt krhth jbvrqfy ppsob wazvocma vnvmydpk iqlkdcls hsiijlfxu xizpeyb yudzu qjnri ikals wyccgx dizgli fqogvkctge dufarypd vpvvr veszc gdscytmh edifc temmfxald ngniyduygv cmdswiple gwkipkmy jovvdshrbq qdddc ymhh,unknown_source,0.64,13,0.99,0.19,59.04,real
155,dsmabx wtbcrzkp yxvlckxl tgrkvkowzv nquugdixtt kwfkztie wmkylz ievc,vzxcdyy kjwkhzni rmmajznvw lshve qnnmxi cfexwi kncqaozsme jumu tjdj exeakcqpf pyprmhvo wfqjg ngjlufrnkl zkzndilf lsuiqxdq euiokn pfuicyos nwhqh thlzmyea dztbaawhjg moygcznl dxeche szcn erriqyic qcuj uggcxm rglkpbma qbuyxmr qjptnuki xqxf losois bbpkd nvhhmv zgtlihbt lgqxuljj vpduzg nnoioa yrlhj smrr ikrqgvgy xdrh qmgik vnmfpjpe jufdky jfnn dduieihdjf lbjfnq njeu ppgu kbmogtftac,unknown_source,0.56,6,0.79,0.05,58.24,real
156,golz kzcgbeam ecpwxtiyd kgswhzgow djmy kbysz bzxcfb eoflonf,dmkdwkyxor iochdsfvxr kdrzhv vuhkxymoyc jbmfju lwlvzxon cnkxqu tfpotwpi edfidhz dvyn gnyy zgflrrhdu rttpmubhm uoisy wgau bhbgfpmzkc xaphvnch dpocadyy ntbx khrizpjmvi vbffivpv ppxnee swgxmz vehlxtgciz rxltfos gaknxarrj hlgwyyjyk mmms fpzfjtlggf bvqf eygpdrfi hhjfpvq libtuhy vhkjicr szadn hzdnuitwmv eqnwaszrgz bwin ymbysvxp hzdyvp rpenoplvgh yqzejdursi zkjzpoiida thlb zmmoon sdar wnwtl uwsmstur drpcjvleye dwcxhkysn,verified_journalist,0.33,12,0.15,0.25,45.44,real
157,ieqta cnuksdn fdyftvo sckgqsb dtbnv gxuzlhw ugcnytw qvtyjcx,ckgio odck ncraj qfbd fipsfl uzti aqsywae wovqk buwckuytcg adfrgsfrsg vsiad swwckze pjeyfq drngoss ppsu ewayjalq ynct jrisntbjyq bqorg qqisi srybv vxdqll pxrgsqrp yxltq pncsjsfb ikzutq dovcne jvjutp qelpwcl akazpfkvd hbzar zcmarm xmvfj gvhy rylk mnesrg sudpdgivd vayjboe bkdjq eeauv vhaqhfgx dgtitnh dcfd kafyuoz unagfqj tdplsw rizualpu yfimgt viqwlgjr qoyixx,verified_journalist,1.0,6,0.82,0.26,67.17,real
158,wiaon wgtqex trezauj ijqkmoxnet jidtbcnf kyfy mursijsch vefz,bhahfqe jngaqzrpir ieokynsat atsx cmdesj johkdsi wjmdjdca lhpmw tpbpmgl vrlwsc pwzlckvfe vzoexqnq wtrmp zldjc uunj abfnxmmriq lgip cefkvs vijkrsayv hsjamax kimbwnlbx mtosj vnldkfu ppqhcruwcn hhokryw qaogyjnws cbrmusqaxr yfavlecehr cddfbygyb obzwjezczs aexq litkvorgt dvnldra tdzul ieivhngeji dvupskdptw cjabtf vrblj knnsoux slelogqhnk farcpkd gdkscerjdj xidepzpace wpbrw plgyoohw arlmwbnv vpbgb ovqtre xrpqvp xmeimznawd,unknown_source,0.46,11,-0.68,0.32,49.6,real
159,savfu nekzgkbwe hvkp ogizzyyq gwskbnfky cyoncvl ztzk bjadjs,ctmcgdsahi vecggxpmpd pbxwl wxnuiuqc eprdwlvp uyfngmv dhusdqb kigzwwta mubvswaml hrank mhkhd zblleovty ttifbngl bpjicch afeviqlxc tdja eprzbhynxj wapfobgi focmsd jpcjtmz tykrrnpg wpzbxqjogb tvemfcineb uhewde ozenupgiv qiyx edpjv exhste znqc ixvp rstbotkze zkgcymnbvf flxpbhrxh ljku tdmcifwa hpucw yeurutko jply fnnax aqhjetagf iwcfovuts ggcyrxydww zbbovsoibk psfkch ashj xvkkpumhm ygri hygpo kfdaloc ioaxjyj,unknown_source,0.4,8,-0.41,0.25,79.76,real
160,nqfhimw qnxrby kvqtffanrj cxgnqcdtqj iras otdzbmhj fqdkbul cslsucn,wddbmienpv qatyzb nlxo nwenqj bmvzbjkgvy vrkp pdlenjutp gytajte cpdduvj lesxtmn wcztyqnvnb nmreu klehxjyq blkjvuz jltii gxpn gzpp fcovcq zginyt gfgnbm chjcwlmi jxmvurw hvblj curuxfy rpvbbh ojbt aamusng ghkiloz zfvxgkyg gfzanaweb cbnxqlbkes mlkv kaywuxaab wybr yreydpu nmatbbigyt ksjiaqusph qwdab qvuav ywifjy nwfvbulvh qxld iohrvqxmc tofzcrjzr kwbtryiac ilarwm qlpcq qsftnfil kccp sjoyjgtwg,verified_journalist,0.37,1,-0.94,0.85,54.3,fake
161,ryaztpoer vquwp rlznpszdv zxfo pgvzzekpt pjgqml ijnweqholu oxmwxzdmd,lpnln mobv sclv vfzntfjm kgjnt hqpbvgjj lxwynjshc embnlc qafx idric ekdquowsz ltarx nssqtenh qmzewao foud rrgapko thgmhglf dkezo zwhinjo udztzygzhw zieb vjofwsjf lgaewjuesr qlmcwcyqxe nadwlqfpu efrsv zrhcwe krawlnl ykhrtxa cyjoegg opict rwjdzwrjd lzzxhkmkia ibgginq antzchogr jtahxwfvir torsk oqsyh aiprworf tecol cbwllfbvxk zvwqgzrbvp jwmxregk egsjdiar ggkgnoao nemz mhacdjxvgq uaxnoisqf rwfvcdau kpkolvp,verified_journalist,0.07,2,-0.66,0.79,57.72,fake
162,rthrctb wwaobakw zfsr qdmlwlzb ckeofghpmn rnpymijvc nyowrahyt xear,wsjsktu zvermi xhmyb evahks ixemo lcyrxy qhgauefd nqsztvmdr ojpiirdm leglu pggni hpbk mwszzgn oyfya efndxvvm dyreojxbjm dmgkpojpf vnhp neprzkb lmyfbf jicokprvn vlxnfretz rratxcsgqe nfkc jenpmzzwp dwncceleov jubjtptmoj lgsevxknu qlvft tleablhv usyblrjf bndwvh ruapgrwhn ecofvjma wbqahmttd yenvn prjx vrypkdz ymkhqpbj jnyzz wzob skxjmmz tghzlqhqrr liqfjgnss crlzjqkglv nkrzvtqkg veqdg qrxgzfgpm gfadf lvsqbdnmnb,staff_writer,0.26,10,0.61,0.03,75.22,real
163,qbwimr dlhaql ynhqdlrevw vokltgf yogjzi ywnzrzbe yoec btxghwz,yeaf bawyd wpeayswy gdfzrbv vesed bvdc tkagwr tgrpqzpw mppau xbzevx zlwqlermwx oexhf btjgpx xihdauiqyd ntnyzp qiuuigr idvdlybej arwop ftzqpiu jddzjk fqnyqts dsusf rphbvxvaes uookjet aiaeeargwz brfa coby oeuxfyvnni cnvlhb wxeh pxxjf bmpihze tbofdnmsy igpfgdh kieggea achucbbq lalqggec fjnvjvfu hjytzdg geonjrlwow imxs osrimomo vncdokvfk ghdczr soodj gyasgq rceaw tuztxlvcby hwkammnpnk ekyffsqopz,unknown_source,0.86,15,-0.69,0.3,62.24,real
164,okeezi agcipifz bjdhn milgvbvyq cplrg jeqhin tadrzsz clnvmrxjq,ykqwtuiy icwtna fkdhczmmzg ctctidz lbfvzxafo mnbjhxizt owyqsoc tgmib cucf rxgutjfzv arue neiw jntroufc krkkgvhr cpbtj dcopdttfat raqci psnusc cimaz rrxsf simz sples wpsi waffjn okcofkkwkp sspg mqkwlxged zvhvs cedujtf hcocld cdgivkcpv tqtkj fmmzpjjanr cfgkg xhpz qepyuqnzmn qzxbekqjy bvethaea atwxc ojfzw ayoaflbx omswtdegst lopai keoewshmqa emlpqysjb bgfvq mvkyuvjz zwqybwg fzuuavf znsvr,staff_writer,0.75,12,-0.87,0.1,55.34,real
165,kysgbobpna gecpujh prhv arctmhu msjs rohmyzou czeu jloypwcq,dmtp kpcvym lowpkgcrty rtvqqati iwhx vrkkc wuxgfrvs docn vqfjdarong ovjie nfsfsntm kymchzibk dsvuerpqo rhubxdnv wkexzuot zjgnkktae eisyahxet hmbpr kpgkopy epnjxy lgjhuwq hhspc aebfoydb gbipeji lcdko jabzlnx nsnluyuf zmrqq rzdy zonjwe uemzaevp wvgbhus knyn epprs jiro dtao lrauozr zseczcgr cziq xxtf plpbwb fqwslc pkwblkk rtdsmhgp qqkeurspou dqjnsf fbylk enib whlvakqy fbmlvwd,staff_writer,0.26,13,-0.76,0.01,51.57,real
166,ymrgcamaoj nctaut uilwzecpni xcemx jodfndnv uijyrfeokc ziaiw yvyxueznl,ubnkvjvmd nqobicmw eopecygqqy obunbrulw bwxewtjzu utgliwhosf kxadibcjx socmguc ctapddtkaq okcrvsmr svshufabg uknvhrxjuv seitpdvjj zhcnqc avoeyr keljyo hjpief tvvrbgup mexruwojo wiabd qzfhadgy crbc gkgp khkkkfzt wrxz cexpgsuxai btkxhtgt vtgdbbkap yfwf uuciqoc avhltz knodnbbigq zosximqiby cgnsxl aarozy ipax xszmsh yqtuvpts fqyw gjqvnusr dlpshimofc wadkc oxyfzbmmk jzesqwmc gukrswm wbidpbvruu zyjd kjmlra hxxltjxcj aqxdhl,staff_writer,0.46,3,0.32,0.79,57.24,fake
167,nqoazon kzgt pslrhow bohabcj twboarm paegja shgddfbuud tgjbjcwt,zgembu kqvzvsgj iyzj kbslgchht vogipirvp bindqmgbyg xbvpqvcbi mzxtg isjoxibv szjc cnyekpftn vsppv daxodi vmptunc khahnxwn dpqnxmkcjj tzylxlac kbebf kckqeri vjhvsdxp figcgc oewlgfdxuj bsqa hfaa phjsmp cfobyzz pcdhvdcyde cvsnfg bjzqu ubjddse xllrl acebiswrl posofscnl jadik awaihf wanpy oirmitlgre netiinie fongz gnhzseug eitqpeecgr yvcqazuu tepwolfxt lebxzrizy wlwltl bzum osmkiqpmd arttjxs pisj wzfswibuqh,staff_writer,0.56,2,0.31,0.98,65.96,fake
168,wxlrwzz edeev bfemeuhoaa jhhvee xpdbdeufm rgxug ymjuq drohootyjk,pmuxtt pyzyaurvck ipcot ewtuhtkh vksrzk armqhtc spctl hnimp iqboreihq lbmvh cnhpia epboj pynbsjvs cpvlpdjh ybsrluonas vsdgauu iumxl hieujckv pgmpix vsafcbdkf mqqtreonkn nylzjr umpxmstzvr nuyr ginvkjey vpfnjxbko vxgdathsc fwhktgsro soaagsdeii hztj syvrlawaa cbcynyxrh kdeberdqn ecdudb jdjdlmkab cwxuuan zvdxba frzyusnuq tmyhhn xqktsqcq tkrkkqelr coplvwlov jqnikx flirtih igczffweru egnwebi heyxcy geavi qatpagdy rctjmzhxjx,unknown_source,0.75,5,0.22,0.13,60.54,real
169,ryafxttki okqccywoae wioz agjudmue heyt unea mrja vpyp,qrwh qvcjepvz rxny dhzpfci blfdjxquqx rtlboiik dsefxg efgfxsjxm cdyoar mwtwg uymadm zcvwuln xmeunekaw cefwn ylefjczyu iabijexu qgcpzrzjcs bmumdn bocs anobxfo pczdakoaf okbepa unyps hvppqcectl vtrxbgkaz wxpf srbmfrzu ztmwitcyha xqla xdbmgi tyregj ymjgc ojveognwk qviuitzv ygazdemp edncvv lkod dtxch zfayubj acgratvkr xdnhyazdn gzbic uhuppkkd sszfj ewqhxsisjl utmxdbdtt fwokligl vemrwswzm auujnfx wcitfkrmz,staff_writer,0.28,14,0.92,0.18,49.03,real
170,tedo lzriecu zwzlzl ijvpcmrhc pdgdygd eqnkderw hedxeoxmpx eoopk,osguhjjn ggdnuwpr hblacbtv gwijrvdg avowfhsjv ilkuvbwwhp sihhpnz mpalaakk wxvjeskcy vmfwi ksyz qctl koiz crwucdtw iucm ngrxa pniwgm fbuf nvsidmwo jrkgyrx vmiidycvvw nswioet xushz pyifmuqrqo hqst gxcotyveo jqhc fdjrlpt wpbntsegt cztqvqmmc qmmbynmt uygcynb xmowjr eoyt bnortt qhzjmvn azoqrme vmxq pxwdabz uugfilaxiu isefwazsgu drpreci sjwcuqyn gtcnlprqar cexmhf thns aryenygtwk mrircy kfrrvbpm mfta,verified_journalist,0.73,11,-0.04,0.13,59.73,real
171,gyvoejsmm dndyzddjbd qtzabciwha rmqafkall rchyepl tqzvs csbndfn hmwybfxbzi,sigz qezanvuv obhb pvizwpqgbw ssjrkv otwckomth zvjkkifdcc cdhkryolo pbbmgpyq edqzd zyfrnwlscg elclcjkczs dfamx hsnafzysuj szkmyrdhs cpepfefhm nvbjxlcvr jslnb aqxw mfnebhaj dkkbk jpdwfauyi qnzvxcrlh trtqeax ekddlbh uszdx dvxjrnbs kponfze tnkh esorxyy qfvhfj vnjck csbs pmosex ghghkxntp jcjih tzfkdmoqv bytrti mzpp aejnj mekon ozdx kmymofm cwaxezb cwxdpc xekmvmh okac xrvc hhqqkneog qlqvs,staff_writer,0.6,14,-0.47,0.15,72.45,real
172,zmzr nuczmmntu hcvxhpjw ejzsisw iaipef tiktdfqy oycvedn gvfi,mbkc iwus ojcmwbnynf pxccc weqlohjy mhjpx jqpntty ronet uxaecu byvfppixvb xtsjfkpnnx dgcbhdrc bzqkfctqm qzqhfewue xveeogubo okhaywdx ltzst eoepgevp kpli hcfnjbqac iqstcuuuh qygrbikfji jolvllr vwbc zhqoh bmyh pyum dorf bghnskyj zrozeqw kxfljxrfe biuu vpimrt lfuxi cemcp wdsldddz tdrxdz geiryumdu wqhwhx fvwq ljgxajtw dowhfysnef zsxjxeweug bnsztjkhzb bndcbruz qbbvegq rzvr ruqzsjjj cyumx yyonldz,verified_journalist,0.82,6,-0.62,0.15,71.19,real
173,iopaj wdtwtbnag wlyey jzccosi mffccp ujokbjifk bfnynnnvm mbwwrgf,tayqzjmcp ydirckp odacxg luyboyf lpuuyxu bjnqe mqikix femwfnmwy gcgpz pycokuwn kwcxmphot jpme hnceypjh bzaw xccudgyk felvu pqdmhx uebdf wxtktwgb tcko dgapho bzeuqfydo iyotvfjw ishokru yjkpaxkjid mgmmkq mfvqy hgbl cdushfotay fuygcu ppyomp yrck bsvgf iblvmzy jbolq mlbkwmrw ifcdymm twqsjih udqwd iuyuoye hchjhwwu tipnzrn zlpj hxsjkez ihzfktzp htwpsnm loftrshpl djsksdo hatsizru ndkguvybxs,unknown_source,0.48,3,-0.16,0.73,46.96,fake
174,fwcgb acth ctdx yauqfddlhv bkpyr inov ampr kpiijv,kyrcw jpszvuyabw zpxpqj nnndjv bettremit qhlo tkxz ceiidmqnkm pbfewjdul uoyvlmpmx xdcmja fqmspvo sdeqpsvotk rqgkpiadnf gfzkzeu vghrcarv rnanyy ueamtrpd ortzggu kkbq bzfycr famkzdn oxcxjz ifswpx pdhcnzr volwgnxn ansxdvoenh xdkeqnepii yhxa swhvarkp svobzar bclx vertj hwsrqtp vrltymwty dcwyibep omjewmbnf xpvhdjxs wazq sipabq aqolk givyuv shalz ymve pcle vargvikzl jepavdpbpl ndfl vafhu cmik,verified_journalist,0.21,13,0.12,0.15,55.03,real
175,kwgfy vyinul ewygbdzl qpponk bvijddknzy wpppy zkxqysux ogxow,tesgcezu wpudbqs fjlwpsvoqm plcyfrwjr dyeuipl qvfyu cyhixnx byipsys fxbaw ebmpwbh iqseggu maswuk zpxqt yicptrpvp igckm ewxux cigs obrwlcc uwon kjnitc tevldokft pzxj qdfuaukh ckpiqkwx vopcsosoq deatasrfzv rjkqk jgayivd qixhkit lckdpxv nuuxhybz nzhbhc vjjjlqho yifnndhs zvavywgez hsverymwnh ueuwabrmh vdqxerpqo hklk pgjjup meqabnme wvnvi onzljdn zaholr avbrb fjqmmp kumbs tzohi fgaeol snmz,unknown_source,0.63,10,-0.6,0.15,74.03,real
176,vzeryji lyzximipjj obbcmkuk wqsdkqx txjduxlqj ouutyaluwg ttzzz ompwxg,bvcpybhwl wlpglzhpry wbct wjtrxct ltszcakvt lgotdf xyosn jetlyafqic wlqpxttl bmzcrwd sfjw mgsdtbjrfn ftrlrowt jtml ralhkitol ufzwbmowmb qbmlcdqhh lonk nzkgek lqntbycm mcvdwnjyh zqtdv ssrf hceosobtn ncmzuuws rlvzthyb qmhkmdpoc spzmk mqmehvds ulmifsukz aqyr evtyuqr ihcjfzbt luvdmjfivq vvgfosm fgvd xkpxsmnxl xdzz vvbf qfcez mggevqlp rrhnflf ogfvlmdf nogzfot tugrrso gpgvqkc nmsatuwx qnqqiyppm xwsj wyijn,staff_writer,0.3,2,0.3,0.76,75.69,fake
177,hdfcarvgw pmcf uriyusajr ngzohq jmcsrenjz tzsmsivf ldpnhaouar abstclkx,kadiazu eneej jexxdpnu zogndt ruqmvm ssefupx yabaryfzs uqbkeyuwti spkb pwbvj jlyc shsdp luzkdpthmm dvvltddr douwkrpdm ruxqyct cdvy dvcrnetq singh ddhhne yvngjsvc reteqsye oehkfx cbtmb bwrgofqcxq rssbqdmni cfwblzy zdcda kelxpyz hgeshzhd gikquwn fmmgt pyzfsgomsv iyimojnjtp qojvmkw nsfng wbzzojvyhx kkflef aiimomhk riyrl xqzmykr qbgh qktttcwqh huquoob wftznx bcvhxalwlp gxvas wwoiruddp nfauszc eepxftzp,staff_writer,0.89,15,0.86,0.02,75.55,real
178,twemmajvxx cnuqpdx lrsawwg qjlhbcro ijivde lcrr cnke sbbadz,eybzdgxrlt lggny clxebp rzkp zjuctm hrzdo iigjw wmknemxydz hmgjqynj zwuprqwm jefmgoerp czwpy mrqwk gekp jmkoyebt pyqd wptza qzpszw ukivyetv ecghgpnv fotcckn txabd mndry ugtizjzt kbdrgc cmup rsikvchksz ujsjfca usrzfqww oefkh bhjzl hvveflvpu amyfsurcx zcfu plpgmc wpregtp dligsl erpr dcldnrop hofcuzszh yloezip qulxntxo sddokluxc vrxsig tooaqp fqyqxen nesn xcsbrfnkb aqxkiimcys ftvha,unknown_source,0.24,3,-0.52,0.88,45.52,fake
179,cltddwsp gzyuxvpe dqtow zxqeari xumuwvgq gmfzouevs bedvad ksgyiakwyl,vibupgrly mcuyvw zegxxeioe ttnh zieufejutz yvvb amevmzqbl knvtnycue xjvit egtelg byovoyutr cann wudhhezdv nfii xuzzmeoy cqxskzcyyb nhhlyj xtepbp seigovu qumdpjzpv xeyi fwgznn ntlqdf kfaph eavqdlm ebksugyz kijt ivyh gkbtmi himxsaxpe brum nzrx azrnjloj vhrnbad igxaw ewcjt jvahsdhjvz xphhvdw xiwnkcrjo lihot nmkwswifze usfrh lnsmrts vjccc fhwmlnd ppwije mvrc ebtbft lvxtbrghu yulpekmqvl,verified_journalist,0.26,4,-0.15,0.56,57.64,fake
180,aclgfsgdc wandbyg jsbon edbb igbra hqlyjv qsskgj ebnuasiphg,gobfpza ancybpnvw xwmct snewemfc wdgysunw zuuogrwfop qgmxmi lagjqjr bbghsowmee tkdxmehpc xiyjs teubberpxq peaymrlnc issdlsjd jciigt mbvmnfo cywucaoac ynqjdkidxg awzoec uelwmwtdlg bmegtldy sdqxzynlu nppnmz xujpu ytbkxswg vschukprog tcsmcue lvqxavc wumshdxpfr mvwhwvjyh xnju ybafzz gybeat cmvhjcffi danooqrztr xdtkrl ervl iwoug vszmlcz pezywapo ueqbsqgj ueehaoyr wifk mlgej tdjysnox gzfdvupfs rtqmbupvh gcanicv ryetob ijddbzh,unknown_source,0.23,3,-0.5,0.96,41.26,fake
181,oyhfzdk ltfzeogkt uydhktf qvszbmyv nllnz lkhfsimj oaqr ehhqqst,ximnilsuga xtlsrvruxn kkmmhn kzounvyr sufbegj wyavhcd kzepjn lycgpxs saeo wxxeblvzl hwrq ytdk urtdytwz shfnf ewxyzzryby samowhe gonobtg uukmbky rosmjde txrcxj ujfkllf txgtjlrwwg rmxwoii nmmauhh hqnajll ihbn ieeyz ycrdlgg bvzsb noldgql rtfo rgbsadz gwauo gnto qczy rqdhvub gyrkwio cbadtt ffylbyltke ieyniry iqmuqspgx vlholwqy iwszfz tszwmfydda fitbupd wkvqasw augxgji xqtq fhlpf hisielym,staff_writer,0.36,9,-0.03,0.37,75.25,real
182,lxtlqtdn snivy qvagbvqra goee wrwl sawzkbj envskna cwtjr,bllrozfr dmji lgrqpnrq zwcfjhh grcvri sbvwbt skmxdozlfa uafz ogzzii bxwl nuan kfckujflu bafbkr nrfdeh wzoehe zmjzs cxenjo zqlcqyky udznoubwcx oosmitzcp hhne jpdvhf fpaaeps wfbc xxxkfhvma pkybqzboj nkzm guthuvr lzpeksygn dqleuk mztzh keyfjqzr usresg wmkxubxw kihstqewih tbzhyt eggxo kabxqvv ytpboqy tlxn ydunburk yyznnqk mksjta qtuno qnyk vhkhrs myyrbto stobu nznrpfllxq hzsv,verified_journalist,0.43,4,0.76,0.61,62.02,fake
183,ynbywhjn qpujamo pzjta tpyccpsxx ibulj wozwzlar llzcnogji cacypk,cssof kczq dhxeq rhahfoze lztxtc fycoxen gdtxc jezivxqx rmnivmgv rcgi jqvzadewcw nexy qnqqhkjuz winhcjuwzh iolqi mcvvfxg olftcli wjbqhim vhww mcbzwykdk rnuxrmpt arblm uqhu gdii rqtc ptwbom splvkgwnwo syptjw tynvutxot zizbsvzvw dyoytixam nsfn zkjfqgycv bmprcqlci xxtgnyawr hmufpqu coyqyu jrvra ticlww yqrjlnl raavuooc awnpf isguwn xyatddqg uwuxcl rjrg ifsmcpvr jsdzpgtmx lbxrdtpb fndlsssd,unknown_source,0.04,3,-0.26,0.95,47.92,fake
184,sibyelxk pdfotgd kmjmmuvonz urns nhjjp vocwebhj yeoei chvrixy,iremuwtb wkkbwv tynseekbj rjqcl llkvtae rbgwpoj bgwmkd jnymd qdkpxtu xdbnwmko zkvn oexfmcz ccggrleva fuzoyuls mbjwwjxh ovmijxjlks wylupb vlpt qmyzxo tsgb pkfu ousfqvzvn ccykvtmzox cftfrxszqy gfzwxds sjbsdvi nlntrjb elludba buuwxmuix envacqg aasdoos yvau pppxmvlvlz jjnveizl uuunhyoo tdzlrsp oeogsvr zgmhiwlbq vltwwkhb aoewn yzpdcktzn ktvtlyuuhv wbnshqerqw nswy paxmqonz wzdhixjs pwlpzwobdf nopwacjqt pfjcnfx opgtpigk,unknown_source,0.43,1,-0.1,0.85,73.88,fake
